id,title_ru,title_en,category,kind,calories,protein,fat,carbs,sugar,carb_type,fiber,alcohol,salt,health_level,composition,ingredients,preparation,minutes,cost,image,video,history,doctor_review,source_url,data_license
off-3564706633988,"Grainéa Muesli 5 Fruits — Marque Repère, E.Leclerc, Grainéa, 500 g e [3564706633988]","Grainéa Muesli 5 Fruits — Marque Repère, E.Leclerc, Grainéa, 500 g e [3564706633988]",Plant-based foods and beverages,drink,437,8,14,67,25,смешанные,6,,0.13,4,"Flocons d'_avoine_ 41 %, sucre, raisins secs 9,2 % (raisins, huile de tournesol), noix de coco en lamelles toastées 6,5 %, chips de bananes sucrées aromatisées 6,5% (bananes, huile de coco, sucre, arôme), huile de tournesol (huile de tourmesol, antioxydant : extrait riche en tocophérols), farine de _blé_ 5,6 %, flocons de _blé_ 5,4 %, maïs 3,1 %, semoule de riz 1,7 %, canneberges séchées sucrées 1,7% (sucre, canne - berges, huile de tournesol), pommes en lamelles séchées 1,5 %, sirop de glucose, noix de coco en poudre 1,3 %, sel, arôme, extrait de malt d'_orge_, caramel (sucre, eau), farine de malt de _blé_ 0,07 %, émulsifiant : E471, sucre caramélisé en poudre,","Flocons d'_avoine_ 41 %, sucre, raisins secs 9,2 % (raisins, huile de tournesol), noix de coco en lamelles toastées 6,5 %, chips de bananes sucrées aromatisées 6,5% (bananes, huile de coco, sucre, arôme), huile de tournesol (huile de tourmesol, antioxydant : extrait riche en tocophérols), farine de _blé_ 5,6 %, flocons de _blé_ 5,4 %, maïs 3,1 %, semoule de riz 1,7 %, canneberges séchées sucrées 1,7% (sucre, canne - berges, huile de tournesol), pommes en lamelles séchées 1,5 %, sirop de glucose, noix de coco en poudre 1,3 %, sel, arôme, extrait de malt d'_orge_, caramel (sucre, eau), farine de malt de _blé_ 0,07 %, émulsifiant : E471, sucre caramélisé en poudre,",,0,0,https://images.openfoodfacts.org/images/products/356/470/663/3988/front_fr.35.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (25 г на 100 г/мл); есть значимое количество клетчатки (6 г); высокая энергетическая плотность (437 ккал); сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3564706633988/grainea-muesli-5-fruits-marque-repere,Open Food Facts — ODbL 1.0
off-3564707000918,"Crème fraîche épaisse bio 30 % Mat. Gr. — Bio Village, Marque Repère, 20 cl [3564707000918]","Crème fraîche épaisse bio 30 % Mat. Gr. — Bio Village, Marque Repère, 20 cl [3564707000918]",Dairies,product,292,2,30,2,2,простые,0,,0.1,4,"CREME fraîche pasteurisée*, ferments LACTIQUES. * Ingrédient issu de l'agriculture biologique","CREME fraîche pasteurisée*, ferments LACTIQUES. * Ingrédient issu de l'agriculture biologique",,0,0,https://images.openfoodfacts.org/images/products/356/470/700/0918/front_fr.66.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3564707000918/creme-fraiche-epaisse-bio-30-mat-gr-bio-village,Open Food Facts — ODbL 1.0
off-3564707096065,"Lait entier stérilisé UHT — Bio Village, Marque Repère, Scamark (Filiale E. Leclerc), 1 l [3564707096065]","Lait entier stérilisé UHT — Bio Village, Marque Repère, Scamark (Filiale E. Leclerc), 1 l [3564707096065]",Dairies,product,65,3,4,5,5,простые,0,,0,6,Lait entier stérilisé U.H.T.,Lait entier stérilisé U.H.T.,,0,0,https://images.openfoodfacts.org/images/products/356/470/709/6065/front_fr.55.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3564707096065/lait-entier-sterilise-uht-bio-village,Open Food Facts — ODbL 1.0
off-3564707108263,"Haricots Verts Extra fins coupés — Bio Village, Marque Repère, 345 g [3564707108263]","Haricots Verts Extra fins coupés — Bio Village, Marque Repère, 345 g [3564707108263]",Plant-based foods and beverages,drink,26,2,0,3,1,смешанные,3,,0.8,9,"Haricots verts extra-fins*, eau, sel de mer.","Haricots verts extra-fins*, eau, sel de mer.",,0,0,https://images.openfoodfacts.org/images/products/356/470/710/8263/front_fr.19.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3564707108263/haricots-verts-extra-fins-coupes-bio-village,Open Food Facts — ODbL 1.0
off-3576566004006,"Tofu lactofermenté Pesto — Sojami, 2x100g [3576566004006]","Tofu lactofermenté Pesto — Sojami, 2x100g [3576566004006]",Plant-based foods and beverages,drink,221,22,14,1,0,сложные,1,,0.5,9,"Tofu fermenté 87.7 % (eau filtrée, graines de soja dépelliculées, ferments sélectionnés), pesto 12.3% (basilic, huile de colza, huile d'olive 1ère pression à froid, sel non raffiné, ail).","Tofu fermenté 87.7 % (eau filtrée, graines de soja dépelliculées, ferments sélectionnés), pesto 12.3% (basilic, huile de colza, huile d'olive 1ère pression à froid, sel non raffiné, ail).",,0,0,https://images.openfoodfacts.org/images/products/357/656/600/4006/front_fr.45.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокое содержание белка (22 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3576566004006/tofu-lactofermente-pesto-sojami,Open Food Facts — ODbL 1.0
off-3587221125271,"6 petits chinois — La Fournée dorée, 300 g [3587221125271]","6 petits chinois — La Fournée dorée, 300 g [3587221125271]",Snacks,sweet,286,8,7,47,13,смешанные,0,,1,6,"Crème pâtissière 40% (eau, sucre, amidon transformé, blancs d’œufs frais 4.3%, poudre de lait entier, lactosérum en poudre, arômes naturels dont vanille, arôme, maltodextrine, épaississant (gomme de xanthane), colorant (béta carotène)), farine de blé française 35%, sucre, œufs entiers frais 4.5%, huile de colza, sirop de sucre inverti, levure, gluten de blé, sel, arômes naturels (contient alcool) émulsifiant (E471), conservateur (propionate de calcium), protéines de lait, levure désactivée, colorant (béta carotène).","Crème pâtissière 40% (eau, sucre, amidon transformé, blancs d’œufs frais 4.3%, poudre de lait entier, lactosérum en poudre, arômes naturels dont vanille, arôme, maltodextrine, épaississant (gomme de xanthane), colorant (béta carotène)), farine de blé française 35%, sucre, œufs entiers frais 4.5%, huile de colza, sirop de sucre inverti, levure, gluten de blé, sel, arômes naturels (contient alcool) émulsifiant (E471), conservateur (propionate de calcium), protéines de lait, levure désactivée, colorant (béta carotène).",,0,0,https://images.openfoodfacts.org/images/products/358/722/112/5271/front_fr.70.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: выраженные пищевые факторы по заполненным полям не выделены. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3587221125271/6-petits-chinois-la-fournee-doree,Open Food Facts — ODbL 1.0
off-3596710337217,"Yaourts entier NATURE issu de l'agriculture biologique — Auchan Bio, 1.5 kg [3596710337217]","Yaourts entier NATURE issu de l'agriculture biologique — Auchan Bio, 1.5 kg [3596710337217]",Dairies,product,66,3,4,5,5,простые,0,,0.12,8,"LAIT entier*, poudre de LAIT écrémé* , ferments LACTIQUES. * issu de l'agriculture biologiqueElaboré à partir de lait origine France","LAIT entier*, poudre de LAIT écrémé* , ferments LACTIQUES. * issu de l'agriculture biologiqueElaboré à partir de lait origine France",,0,0,https://images.openfoodfacts.org/images/products/359/671/033/7217/front_fr.73.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3596710337217/yaourts-entier-nature-issu-de-l-agriculture-biologique-auchan-bio,Open Food Facts — ODbL 1.0
off-3596710446605,"Muesli CroustillantNoix — Auchan, 0.45 kg [3596710446605]","Muesli CroustillantNoix — Auchan, 0.45 kg [3596710446605]",Plant-based foods and beverages,drink,453,10,17,64,18,смешанные,6,,0.03,6,"Flocons d'AVOINE 39%, sucre, NOIX mélangées 12% (AMANDES, NOIX DU BRÉSIL, NOISETTES, NOIX DE PÉCAN), riz croustillant 11% (farine de riz, sucre, extrait de malt d'ORGE), farine d'AVOINE, huile de colza, flocons de BLÉ 5%, arôme naturel. Traces éventuelles d'autres fruits à coque, de lait et d'autres céréales contenant du gluten.","Flocons d'AVOINE 39%, sucre, NOIX mélangées 12% (AMANDES, NOIX DU BRÉSIL, NOISETTES, NOIX DE PÉCAN), riz croustillant 11% (farine de riz, sucre, extrait de malt d'ORGE), farine d'AVOINE, huile de colza, flocons de BLÉ 5%, arôme naturel. Traces éventuelles d'autres fruits à coque, de lait et d'autres céréales contenant du gluten.",,0,0,https://images.openfoodfacts.org/images/products/359/671/044/6605/front_en.90.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (6 г); высокая энергетическая плотность (453 ккал); сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3596710446605/muesli-croustillantnoix-auchan,Open Food Facts — ODbL 1.0
off-3661112501808,"Jambon sup dd 6t sans nitrites — Marque Repère, Tradilège, 210 g [3661112501808]","Jambon sup dd 6t sans nitrites — Marque Repère, Tradilège, 210 g [3661112501808]",Meats and their products,product,113,21,3,0,0,,0,,1.87,4,"Jambon de porc, sel, aromes naturels, antioxydants : ascorbate de sodium - acide ascorbique, dextrose, bouillon de porc deshydrate (extrait de porc).","Jambon de porc, sel, aromes naturels, antioxydants : ascorbate de sodium - acide ascorbique, dextrose, bouillon de porc deshydrate (extrait de porc).",,0,0,https://images.openfoodfacts.org/images/products/366/111/250/1808/front_fr.11.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (1.87 г на 100 г/мл); высокое содержание белка (21 г). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3661112501808/jambon-sup-dd-6t-sans-nitrites-marque-repere,Open Food Facts — ODbL 1.0
off-3701002405110,"Mousse au Chocolat à l'ancienne — null, 400 g [3701002405110]","Mousse au Chocolat à l'ancienne — null, 400 g [3701002405110]",Dairies,sweet,356,8,25,25,20,простые,0,,0.31,2,"Chocolat noir 42% (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, arôme naturel de vanille), blancs et jaunes D'ŒUFS issus de poules élevées en plein air origine France, BEURRE salé. Traces possibles de gluten et de fruits à coques.","Chocolat noir 42% (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, arôme naturel de vanille), blancs et jaunes D'ŒUFS issus de poules élevées en plein air origine France, BEURRE salé. Traces possibles de gluten et de fruits à coques.",,0,0,https://images.openfoodfacts.org/images/products/370/100/240/5110/front_fr.41.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (20 г на 100 г/мл). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3701002405110/mousse-au-chocolat-a-l-ancienne-null,Open Food Facts — ODbL 1.0
off-3760094310092,"Mon granola bio chocolat — A&O, Aline & Olivier, 310 g [3760094310092]","Mon granola bio chocolat — A&O, Aline & Olivier, 310 g [3760094310092]",Plant-based foods and beverages,drink,436,11,18,52,11,сложные,9,,0.02,6,"Flocons d'avoine complet* (69%), huile de colza désodorisée*, sucre de canne non raffiné*, sirop d'agave* (5%), poudre de cacao dégraisée* (3%), chocolat noir 60%* (3%) (masse de cacao*, sucre de canne*, beurre de cacao*, extrait de vanille*) graines* (3%) (graines de lin*, graine de tournesol*), noix de COCO râpée. Ingrédient issu de l'agriculture biologique. Traces possibles de gluten, lait, soja, fruits à coques","Flocons d'avoine complet* (69%), huile de colza désodorisée*, sucre de canne non raffiné*, sirop d'agave* (5%), poudre de cacao dégraisée* (3%), chocolat noir 60%* (3%) (masse de cacao*, sucre de canne*, beurre de cacao*, extrait de vanille*) graines* (3%) (graines de lin*, graine de tournesol*), noix de COCO râpée. Ingrédient issu de l'agriculture biologique. Traces possibles de gluten, lait, soja, fruits à coques",,0,0,https://images.openfoodfacts.org/images/products/376/009/431/0092/front_fr.70.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (9 г); высокая энергетическая плотность (436 ккал); сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3760094310092/mon-granola-bio-chocolat-a-o,Open Food Facts — ODbL 1.0
off-3760341070274,Lentilles vertes faciles — LUSTUCRU [3760341070274],Lentilles vertes faciles — LUSTUCRU [3760341070274],Plant-based foods and beverages,drink,329,24,1,50,1,сложные,11,,0.06,9,Lentilles vertes précuites,Lentilles vertes précuites,,0,0,https://images.openfoodfacts.org/images/products/376/034/107/0274/front_fr.3.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (11 г); высокое содержание белка (24 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3760341070274/lentilles-vertes-faciles-lustucru,Open Food Facts — ODbL 1.0
off-3770018934761,"Émincés 100% végétaux — ACCRO, 160 g [3770018934761]","Émincés 100% végétaux — ACCRO, 160 g [3770018934761]",Plant-based foods and beverages,drink,185,26,6,4,0,сложные,4,,0.97,9,"Eau, protéines végétales (protéine de pois 22%, protéine de blé 9%), fibres végétales (peut contenir du blé), huile de tournesol, arôme naturel, conservateur : vinaigre tamponné, sel.","Eau, protéines végétales (protéine de pois 22%, protéine de blé 9%), fibres végétales (peut contenir du blé), huile de tournesol, arôme naturel, conservateur : vinaigre tamponné, sel.",,0,0,https://images.openfoodfacts.org/images/products/377/001/893/4761/front_fr.40.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокое содержание белка (26 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3770018934761/eminces-100-vegetaux-accro,Open Food Facts — ODbL 1.0
off-4000177172650,"Capri-Sun Mango & Maracuyá — Capri-Sun (Coca-Cola), 330 ml. [4000177172650]","Capri-Sun Mango & Maracuyá — Capri-Sun (Coca-Cola), 330 ml. [4000177172650]",Beverages and beverages preparations,drink,39,0,0,9,9,простые,0,,0.01,2,"spring water, sugar, juu apple* (4%), mango puree* (2%), juice of passion fruit* (2%), orange juice* (2%), acidifier (citric, natural flavor, vitamin c, anti-oxidant ascorbic acid-based concentrate),","spring water, sugar, juu apple* (4%), mango puree* (2%), juice of passion fruit* (2%), orange juice* (2%), acidifier (citric, natural flavor, vitamin c, anti-oxidant ascorbic acid-based concentrate),",,0,0,https://images.openfoodfacts.org/images/products/400/017/717/2650/front_en.57.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: выраженные пищевые факторы по заполненным полям не выделены. Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4000177172650/capri-sun-mango-maracuya-capri-sun-coca-cola,Open Food Facts — ODbL 1.0
off-4002359654701,"coconut cream — Suzi Wan, 500ml [4002359654701]","coconut cream — Suzi Wan, 500ml [4002359654701]",Plant-based foods and beverages,drink,237,4,24,2,1,простые,0,,0.25,6,"extrait de noix de coco (90%), eau, stabilisant (gomme xanthane, gomme de guar).","extrait de noix de coco (90%), eau, stabilisant (gomme xanthane, gomme de guar).",,0,0,https://images.openfoodfacts.org/images/products/400/235/965/4701/front_en.37.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4002359654701/coconut-cream-suzi-wan,Open Food Facts — ODbL 1.0
off-4006402010100,"edelblu Classic — Bergader, 100 g [4006402010100]","edelblu Classic — Bergader, 100 g [4006402010100]",Dairies,product,331,19,28,0,0,,0,,3.5,2,"Краве мляко, сол, бактериални култури, микробиално сирище, плесенна култура.","Краве мляко, сол, бактериални култури, микробиално сирище, плесенна култура.",,0,0,https://images.openfoodfacts.org/images/products/400/640/201/0100/front_de.31.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (3.5 г на 100 г/мл). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4006402010100/edelblu-classic-bergader,Open Food Facts — ODbL 1.0
off-4014500506838,"Zottis Fruit Yoghurt, 400g [4014500506838]","Zottis Fruit Yoghurt, 400g [4014500506838]",Dairies,product,76,2,0,17,14,простые,0,,0.17,6,"lait fermenté, lactosérum, sucre, fruits, jus de fruits à base de concentré, amidon modifié, arôme, colorant, conservateur","lait fermenté, lactosérum, sucre, fruits, jus de fruits à base de concentré, amidon modifié, arôme, colorant, conservateur",,0,0,https://images.openfoodfacts.org/images/products/401/450/050/6838/front_fr.26.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: выраженные пищевые факторы по заполненным полям не выделены. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4014500506838/zottis-fruit-yoghurt-zott,Open Food Facts — ODbL 1.0
off-4017100266713,"Pick up! Fourré au lait — Bahlsen, Pick Up!, 168 g [4017100266713]","Pick up! Fourré au lait — Bahlsen, Pick Up!, 168 g [4017100266713]",Snacks,sweet,516,6,27,61,34,простые,2,,0.2,2,"Farine de blé, sucre, graisse végétale (palme), beurre de cacao, pâte de cacao, sirop de glucose, lait entier en poudre, noisettes moulues (2,6%), stabilisant : glycérol ; lait écrémé en poudre, beurre clarifié, lait évaporé, sel, poudres à lever : carbonates de sodium, diphosphates ; produits à base de lactosérum (lait), émulsifiants : lécithines, mono - et diglycérides d'acides gras ; arômes, amidon (blé), acidifiant : acide citrique. Peut contenir : œufs","Farine de blé, sucre, graisse végétale (palme), beurre de cacao, pâte de cacao, sirop de glucose, lait entier en poudre, noisettes moulues (2,6%), stabilisant : glycérol ; lait écrémé en poudre, beurre clarifié, lait évaporé, sel, poudres à lever : carbonates de sodium, diphosphates ; produits à base de lactosérum (lait), émulsifiants : lécithines, mono - et diglycérides d'acides gras ; arômes, amidon (blé), acidifiant : acide citrique. Peut contenir : œufs",,0,0,https://images.openfoodfacts.org/images/products/401/710/026/6713/front_fr.35.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (34 г на 100 г/мл); высокая энергетическая плотность (516 ккал). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4017100266713/pick-up-fourre-au-lait-bahlsen,Open Food Facts — ODbL 1.0
off-4019300005208,"Fitline Natur 0,2% Fett — Exquisa, 200g [4019300005208]","Fitline Natur 0,2% Fett — Exquisa, 200g [4019300005208]",Dairies,product,62,10,0,4,4,простые,0,,0.65,9,"Frischkäse, Inulin, Speisesalz, Zucker, Verdickungsmittel: Guarkernmehl, Carrageen.","Frischkäse, Inulin, Speisesalz, Zucker, Verdickungsmittel: Guarkernmehl, Carrageen.",,0,0,https://images.openfoodfacts.org/images/products/401/930/000/5208/front_de.153.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4019300005208/fitline-natur-0-2-fett-exquisa,Open Food Facts — ODbL 1.0
off-4056489095897,"Huile d'olive vierge extra origine Espagne extraite à froid bio — LIDL, PRIMADONNA, 500ml [4056489095897]","Huile d'olive vierge extra origine Espagne extraite à froid bio — LIDL, PRIMADONNA, 500ml [4056489095897]",Plant-based foods and beverages,drink,800,0,93,0,0,,0,,0,5,"100% huile d'olive vierge extra*, *ingrédient issu de l'agriculture biologique,","100% huile d'olive vierge extra*, *ingrédient issu de l'agriculture biologique,",,0,0,https://images.openfoodfacts.org/images/products/405/648/909/5897/front_en.67.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокая энергетическая плотность (800 ккал). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4056489095897/huile-d-olive-vierge-extra-origine-espagne-extraite-a-froid-bio-lidl,Open Food Facts — ODbL 1.0
off-4056489102519,"Gouda Holland jeune — milbona, 400 g [4056489102519]","Gouda Holland jeune — milbona, 400 g [4056489102519]",Dairies,product,373,24,31,0,0,,0,,1.79,4,"pasteurized cow's milk, salt, lactic ferments, coagulating enzyme of microbiological origin, conditioned by protective atmosphere,","pasteurized cow's milk, salt, lactic ferments, coagulating enzyme of microbiological origin, conditioned by protective atmosphere,",,0,0,https://images.openfoodfacts.org/images/products/405/648/910/2519/front_en.41.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (1.79 г на 100 г/мл); высокое содержание белка (24 г). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4056489102519/gouda-holland-jeune-milbona,Open Food Facts — ODbL 1.0
off-4056489559795,"Green Pesto with Basil — Baresa, 190g [4056489559795]","Green Pesto with Basil — Baresa, 190g [4056489559795]",Condiments,product,462,4,46,7,2,смешанные,2,,1.43,4,"38% Sunflower Oil, 36% Basil, 6.5% Cashew Nuts, 6% Grana Padano P.D.O. (Milk, Preservative: Egg Lysozyme), 2% Pecorino Romano P.D.O. (Sheep's Milk), Sugar, 1.5% Pine Nuts, Salt, 1% Extra Virgin Olive Oil, Potato Flakes (Potatoes, Emulsifier: Mono-And Diglycerides Of Fatty Acids), Acidity Regulator: Lactic Acid; Natural Basil Flavouring.","38% Sunflower Oil, 36% Basil, 6.5% Cashew Nuts, 6% Grana Padano P.D.O. (Milk, Preservative: Egg Lysozyme), 2% Pecorino Romano P.D.O. (Sheep's Milk), Sugar, 1.5% Pine Nuts, Salt, 1% Extra Virgin Olive Oil, Potato Flakes (Potatoes, Emulsifier: Mono-And Diglycerides Of Fatty Acids), Acidity Regulator: Lactic Acid; Natural Basil Flavouring.",,0,0,https://images.openfoodfacts.org/images/products/405/648/955/9795/front_en.33.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокая энергетическая плотность (462 ккал). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4056489559795/green-pesto-with-basil-baresa,Open Food Facts — ODbL 1.0
off-4056489636601,"Leche De Almendras — Vemondo,Lidl [4056489636601]","Leche De Almendras — Vemondo,Lidl [4056489636601]",Plant-based foods and beverages,drink,16,1,1,0,0,,0,,0.11,9,"agua, 2,3% almendras, estabilizante: goma gellan; sal, aromas, vitaminas B2, B12, D, E. Puede contener trazas de soja y otros frutos de cáscara.","agua, 2,3% almendras, estabilizante: goma gellan; sal, aromas, vitaminas B2, B12, D, E. Puede contener trazas de soja y otros frutos de cáscara.",,0,0,https://images.openfoodfacts.org/images/products/405/648/963/6601/front_en.39.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4056489636601/leche-de-almendras-vemondo,Open Food Facts — ODbL 1.0
off-4056489664536,"Purée d'amandes complètes bio — Maribel, 250 g e [4056489664536]","Purée d'amandes complètes bio — Maribel, 250 g e [4056489664536]",Plant-based foods and beverages,drink,653,23,58,4,4,простые,11,,0.02,9,"100% amandes issues de l'agriculture biologique (Origine: Espagne, Italie). Peut contenir des traces de noix, arachides, lactose ou sésame.","100% amandes issues de l'agriculture biologique (Origine: Espagne, Italie). Peut contenir des traces de noix, arachides, lactose ou sésame.",,0,0,https://images.openfoodfacts.org/images/products/405/648/966/4536/front_fr.58.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (11 г); высокое содержание белка (23 г); высокая энергетическая плотность (653 ккал). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/4056489664536/puree-d-amandes-completes-bio-maribel,Open Food Facts — ODbL 1.0
